country,log_type,category,measure,comment,date
Madagascar,Introduction / extension of measures,Social distancing,Limit public gatherings,Complete ban on public gatherings throughout the country.,2020-03-23
Madagascar,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Price control for basic commodities.,2020-03-26
Madagascar,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,"Operations Center, “CO-COVID19”, has been set up as the hub from which the government will coordinate its fight against COVID-19. The centre is stocked with medication found to be effective in China and other countries, emergency medical kits, personal protective equipment for medical staff, and hospital medical equipment.",2020-03-23
Madagascar,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Extension of the state of emergency for 15 days.,2020-05-04
Madagascar,Introduction / extension of measures,Social distancing,Schools closure,Extension of school closure until 19 april.,2020-05-04
Madagascar,Introduction / extension of measures,Social distancing,Limit public gatherings,Gathering of more than 50 people are forbidden.,2020-05-04
Madagascar,Introduction / extension of measures,Lockdown,Partial lockdown,Stay-at-home order is extended.,2020-05-04
Madagascar,Introduction / extension of measures,Movement restrictions,Curfews,Curfews from 8pm to 5am is extended.,2020-05-04
Madagascar,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,"No taxi brousses will be allowed (except the ones mentioned previously), only vehicles transporting goods may circulate between those regions, no taxis, no other public transportation (taxibes).",2020-05-04
Madagascar,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,People must wear face masks in public.,2020-05-04
Madagascar,Introduction / extension of measures,Public health measures,Testing policy,Door-to-door testing will be conducted for  suspected cases.,2020-05-04
Madagascar,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,Everyone must wear a face mask (or scarf that covers one’s mouth and nose) while in the capital.,2020-10-04
Madagascar,Phase-out measure,Social distancing,Schools closure,Reopening of some classes which pass national exams this year.,2020-04-23
Madagascar,Phase-out measure,Social distancing,Limit public gatherings,Churches and Gyms reopens.,2020-04-23
Madagascar,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Madagascar's central bank injects 420 billion ariary to support the economy.,2020-03-24
Madagascar,Phase-out measure,Movement restrictions,Domestic travel restrictions,"Reopening of public transport between 6am and 1pm, except from the cities of Tananarive, Tamatave and Fianarantsoa.",2020-04-18
Madagascar,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Extension of the state of emergency for 15 days.,2020-04-18
Madagascar,Phase-out measure,Movement restrictions,Domestic travel restrictions,"Permission to use urban public transport with limited passenger numbers (3 in a taxi, 18 in a taxi-bus). In a bus, passengers must be seated.",2020-04-18
Madagascar,Phase-out measure,Social distancing,Limit public gatherings,Re-opening of some shops and restaurants from 6am to 1pm. Home delivery allowed until 9pm. ,2020-04-18
Madagascar,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,Extension of the state of emergency for 15 days. ,2020-03-05
Malawi,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,With questionnaires on symptoms and travel history.,2020-02-03
Malawi,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"If history of travel in the previous 14 days in China and other risk countries and with symptoms, home isolation for 14 days. Plus daily chekups",2020-02-03
Malawi,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,President announces state of disaster over covid-19.,2020-03-20
Malawi,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"Travelers from the following countries will be required to undergo a 14 days Self-Quarantine due to the COVI-19 pandemic: China, Italy, Islamic Republic of Iran, Republic of Korea, Germany, France, Spain, USA, Switzerland, Denmark, Sweden, UK, Nederland, Norway, Belgium, Austria, Japan, Finland and Greece.",2020-03-16
Malawi,Introduction / extension of measures,Social distancing,Schools closure,"Government has directed that all schools, colleges (including technical colleges), both public and private universities should be closed by Monday, March 23 2020.",2020-03-23
